customer_id,click_rate
280,1
281,0
282,1
283,1
284,0
285,0
286,1
287,1
288,1
289,0
290,0
291,1
292,1
293,1
294,1
295,0
296,0
297,0
298,0
299,1
300,0
301,0
302,1
303,1
304,1
305,0
306,1
307,1
308,0
309,0
310,0
311,1
312,0
313,1
314,1
315,1
316,1
317,1
318,0
319,0
320,1
321,0
322,1
323,0
324,1
325,0
326,1
327,0
328,1
329,1
330,0
331,0
332,0
333,1
334,0
335,1
336,1
337,1
338,1
339,0
340,1
341,1
342,0
343,0
344,1
345,0
346,0
347,1
348,1
349,0
350,0
351,0
352,0
353,1
354,1
355,0
356,0
357,0
358,1
359,0
360,0
361,1
362,1
363,1
364,1
365,0
366,1
367,0
368,0
369,1
370,0
371,0
372,0
373,1
374,0
375,1
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,1
384,1
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,1
396,1
397,1
398,0
399,0
400,0
401,0
402,1
403,0
404,0
405,0
406,0
407,0
408,0
409,1
410,0
411,1
412,0
413,0
414,1
415,1
416,0
417,1
418,0
419,1
420,1
421,0
422,1
423,1
424,0
425,0
426,0
427,1
428,0
429,1
430,0
431,1
432,0
433,0
434,0
435,0
436,1
437,0
438,1
439,0
440,1
441,1
442,1
443,0
444,0
445,1
446,0
447,0
448,0
449,0
450,1
451,0
452,0
453,1
454,1
455,1
456,0
457,1
458,1
459,0
460,1
461,0
462,1
463,1
464,1
465,1
466,0
467,1
468,1
469,1
470,1
471,0
472,0
473,1
474,0
475,1
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,1
485,1
486,0
487,1
488,0
489,0
490,0
491,0
492,1
493,0
494,0
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,0
507,0
508,0
509,0
510,1
511,1
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,1
520,1
521,1
522,0
523,1
524,1
525,0
526,0
527,1
528,0
529,1
530,1
531,1
532,0
533,1
534,0
535,1
536,0
537,1
538,0
539,0
540,1
541,1
542,0
543,1
544,0
545,0
546,0
547,1
548,0
549,0
550,0
551,0
552,0
553,1
554,1
555,0
556,1
557,1
558,1
559,0
560,0
561,0
562,0
563,0
564,0
565,1
566,0
567,1
568,1
569,0
570,0
571,1
572,1
573,0
574,1
575,1
576,0
577,1
578,1
579,0
580,0
581,1
582,0
583,1
584,0
585,1
586,0
587,0
588,1
589,0
590,1
591,0
592,0
593,0
594,1
595,0
596,1
597,1
598,1
599,0
600,0
601,0
602,1
603,0
604,0
605,1
606,0
607,0
608,1
609,1
610,0
611,0
612,1
613,1
614,1
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,1
623,1
624,0
625,0
626,1
627,1
628,0
629,1
630,0
631,1
632,1
633,0
634,0
635,1
636,0
637,0
638,1
639,1
640,0
641,0
642,1
643,1
644,0
645,0
646,1
647,0
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,0
658,0
659,1
660,1
661,0
662,0
663,0
664,0
665,1
666,0
667,0
668,1
669,1
670,1
671,0
672,0
673,0
674,0
675,1
676,0
677,1
678,1
679,1
680,1
681,1
682,1
683,0
684,0
685,1
686,1
687,1
688,1
689,0
690,0
691,0
692,0
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,1
702,0
703,0
704,0
705,1
706,0
707,1
708,1
709,1
710,0
711,0
712,1
713,0
714,1
715,1
716,0
717,0
718,0
719,0
720,1
721,0
722,0
723,1
724,0
725,1
726,1
727,0
728,1
729,1
730,0
731,0
732,1
733,1
734,0
735,1
736,0
737,1
738,0
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,0
747,1
748,0
749,1
750,0
751,0
752,1
753,1
754,1
755,0
756,1
757,0
758,0
759,1
760,0
761,0
762,0
763,0
764,1
765,1
766,0
767,1
768,1
769,1
770,1
771,0
772,1
773,0
774,0
775,0
776,1
777,0
778,1
779,1
780,1
781,1
782,0
783,0
784,0
785,1
786,1
787,1
788,0
789,1
790,1
791,0
792,0
793,0
794,0
795,0
796,1
797,1
798,1
799,0
800,1
801,1
802,0
803,0
804,1
805,1
806,1
807,0
808,1
809,0
810,0
811,0
812,1
813,0
814,0
815,1
816,0
817,1
818,0
819,0
820,0
821,1
822,1
823,1
824,0
825,0
826,0
827,0
828,0
829,1
830,1
831,0
832,0
833,1
834,1
835,0
836,0
837,0
838,1
839,1
840,0
841,0
842,1
843,1
844,1
845,1
846,0
847,0
848,0
849,1
850,0
851,0
852,1
853,1
854,1
855,1
856,0
857,1
858,1
859,1
860,1
861,0
862,0
863,0
864,0
865,0
866,1
867,1
868,1
869,0
870,0
871,0
872,1
873,1
874,0
875,1
876,1
877,0
878,1
879,0
880,1
881,1
882,1
883,1
884,0
885,1
886,0
887,0
888,1
889,1
890,1
891,1
892,0
893,0
894,0
895,0
896,0
897,1
898,0
899,1
900,1
901,0
902,1
903,0
904,0
905,1
906,0
907,0
908,0
909,0
910,0
911,0
912,1
913,0
914,1
915,0
916,0
917,1
918,0
919,0
920,0
921,1
922,0
923,1
924,0
925,1
926,1
927,0
928,0
929,0
930,1
931,0
932,1
933,1
934,0
935,0
936,1
937,1
938,0
939,1
940,1
941,1
942,0
943,0
944,1
945,1
946,0
947,0
948,1
949,1
950,1
951,0
952,1
953,0
954,1
955,0
956,0
957,1
958,0
959,0
960,1
961,1
962,0
963,0
964,1
965,1
966,0
967,0
968,0
969,1
970,0
971,0
972,1
973,0
974,1
975,0
976,1
977,1
978,0
979,0
980,0
981,1
982,0
983,0
984,0
985,1
986,0
987,0
988,1
989,1
990,0
991,0
992,1
993,0
994,1
995,0
996,1
997,0
998,0
999,0
1000,1
