customer_id,click_rate
601,1
602,1
603,1
604,0
605,1
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,1
614,0
615,1
616,1
617,0
618,0
619,1
620,1
621,0
622,0
623,0
624,0
625,0
626,1
627,0
628,1
629,0
630,1
631,0
632,0
633,0
634,1
635,0
636,0
637,0
638,1
639,0
640,1
641,0
642,1
643,0
644,1
645,0
646,0
647,1
648,0
649,0
650,1
651,1
652,0
653,1
654,0
655,1
656,1
657,1
658,0
659,0
660,0
661,1
662,1
663,0
664,1
665,0
666,1
667,0
668,0
669,0
670,0
671,1
672,0
673,1
674,0
675,0
676,1
677,1
678,0
679,0
680,1
681,0
682,1
683,1
684,0
685,0
686,1
687,1
688,0
689,1
690,1
691,1
692,1
693,1
694,0
695,0
696,0
697,0
698,0
699,1
700,0
701,0
702,0
703,0
704,1
705,0
706,1
707,0
708,1
709,0
710,0
711,0
712,0
713,1
714,1
715,1
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,1
727,1
728,0
729,0
730,0
731,1
732,1
733,1
734,1
735,0
736,1
737,0
738,0
739,0
740,0
741,0
742,1
743,0
744,0
745,0
746,0
747,0
748,1
749,1
750,1
751,0
752,0
753,0
754,0
755,0
756,1
757,0
758,0
759,1
760,1
761,0
762,0
763,0
764,0
765,1
766,0
767,1
768,0
769,0
770,0
771,1
772,0
773,0
774,1
775,0
776,0
777,0
778,1
779,1
780,0
781,1
782,0
783,1
784,0
785,1
786,0
787,1
788,0
789,1
790,0
791,0
792,0
793,1
794,0
795,1
796,1
797,1
798,0
799,0
800,1
801,1
802,0
803,1
804,0
805,0
806,1
807,0
808,0
809,1
810,1
811,0
812,1
813,0
814,0
815,1
816,1
817,1
818,0
819,0
820,0
821,0
822,1
823,0
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,1
832,0
833,0
834,1
835,0
836,1
837,0
838,1
839,0
840,0
841,1
842,1
843,1
844,0
845,1
846,1
847,1
848,0
849,0
850,1
851,0
852,0
853,1
854,0
855,0
856,1
857,0
858,0
859,1
860,0
861,1
862,0
863,0
864,0
865,1
866,0
867,0
868,0
869,1
870,0
871,0
872,1
873,0
874,1
875,0
876,1
877,1
878,1
879,1
880,0
881,0
882,1
883,0
884,0
885,0
886,1
887,1
888,0
889,1
890,0
891,0
892,0
893,0
894,1
895,0
896,0
897,0
898,0
899,0
900,1
901,0
902,1
903,1
904,0
905,1
906,1
907,0
908,1
909,1
910,1
911,0
912,0
913,0
914,0
915,0
916,0
917,1
918,0
919,1
920,0
921,1
922,0
923,0
924,0
925,1
926,1
927,0
928,1
929,0
930,1
931,0
932,0
933,0
934,1
935,0
936,0
937,1
938,1
939,1
940,0
941,0
942,0
943,1
944,0
945,0
946,1
947,0
948,1
949,0
950,1
951,0
952,0
953,1
954,0
955,1
956,0
957,0
958,0
959,1
960,0
961,1
962,0
963,0
964,0
965,1
966,1
967,0
968,0
969,0
970,1
971,0
972,1
973,0
974,0
975,0
976,0
977,0
978,0
979,1
980,0
981,0
982,0
983,0
984,1
985,1
986,0
987,1
988,1
989,0
990,0
991,1
992,1
993,0
994,1
995,0
996,0
997,1
998,0
999,1
1000,0
